priority_rank,transaction_id,customer_id,amount,payment_method,payment_status,failure_reason,previous_transactions,previous_successes,previous_failures,previous_success_rate,retry_count,days_since_failure,checkout_abandoned,customer_lifetime_value,recovered,amount_log,recovery_probability,expected_recovery,revenue_at_risk,priority_score
146,txn_002966,cust_02321,11906.15,upi,failed,bank_decline,12,11,1,0.9167,2,1.58,0,75316.73,0,9.384894339003472,0.20761913666081527,2471.944583954166,11906.15,2471.944583954166
147,txn_008519,cust_00744,3406.09,wallet,abandoned,none,16,15,1,0.9375,0,1.54,1,47110.72,0,8.133613833514001,0.7234286807068947,2464.063195068947,3406.09,2464.063195068947
148,txn_009615,cust_01738,5020.7,netbanking,abandoned,none,7,6,1,0.8571,0,3.77,1,145902.0,0,8.521523800776684,0.4891159680183149,2455.704540629554,5020.7,2455.704540629554
149,txn_001031,cust_00814,4411.44,netbanking,abandoned,none,22,18,4,0.8182,0,3.42,1,41709.27,1,8.392183103415391,0.5563732907234007,2454.4073896288387,4411.44,2454.4073896288387
150,txn_002702,cust_02426,5163.87,wallet,abandoned,none,32,23,9,0.7188,0,3.11,1,149696.55,1,8.549635211827496,0.4702537736238346,2428.329354002911,5163.87,2428.329354002911
151,txn_004456,cust_01596,3561.49,card,failed,technical_error,18,17,1,0.9444,1,0.22,0,9730.09,0,8.178215017555422,0.6815941869938413,2427.490881036696,3561.49,2427.490881036696
152,txn_007117,cust_00656,4916.29,wallet,abandoned,none,28,23,5,0.8214,0,6.22,1,27178.53,0,8.50051284472501,0.49302268759034534,2423.842508773539,4916.29,2423.842508773539
153,txn_005361,cust_00219,3822.43,netbanking,failed,technical_error,38,26,12,0.6842,0,0.63,0,91392.57,0,8.248903204483552,0.6320983286392587,2416.1516143405615,3822.43,2416.1516143405615
154,txn_009740,cust_02279,4274.23,netbanking,abandoned,none,31,28,3,0.9032,0,4.93,1,18323.98,1,8.36059318109322,0.5642189053204805,2411.601371687957,4274.23,2411.601371687957
155,txn_004214,cust_00300,4193.12,upi,failed,network_error,25,22,3,0.88,1,2.79,0,60101.51,0,8.341438823355832,0.574346169325224,2408.302409520983,4193.12,2408.302409520983
156,txn_004841,cust_02325,11074.42,netbanking,failed,bank_decline,12,9,3,0.75,0,6.69,0,86140.05,0,9.312483517444832,0.2167834990390137,2400.751517427634,11074.42,2400.751517427634
157,txn_009742,cust_00218,8593.61,upi,failed,network_error,14,12,2,0.8571,1,9.62,0,65053.33,0,9.058890541569314,0.2790913060156741,2398.4018382893573,8593.61,2398.4018382893573
158,txn_002302,cust_00896,5374.62,netbanking,failed,network_error,2,2,0,1.0,0,11.46,0,75207.67,1,8.589629195180907,0.4448274801883191,2390.7786715697434,5374.62,2390.7786715697434
159,txn_007236,cust_02074,3376.36,upi,abandoned,none,38,34,4,0.8947,0,1.65,1,7782.01,1,8.124849618198045,0.7079007557587597,2390.127795713646,3376.36,2390.127795713646
160,txn_008622,cust_00293,6169.72,netbanking,failed,bank_decline,14,12,2,0.8571,0,4.04,0,70290.06,0,8.727570803770348,0.38733731931796983,2389.762805742465,6169.72,2389.762805742465
161,txn_000098,cust_00447,3084.86,wallet,abandoned,none,1,1,0,1.0,0,1.21,1,43143.01,1,8.034585665724231,0.7699081387589912,2375.0588209320617,3084.86,2375.0588209320617
162,txn_002842,cust_01006,6326.15,netbanking,abandoned,none,31,24,7,0.7742,0,6.65,1,72139.83,1,8.7526051767843,0.37534523390150115,2374.4902514459814,6326.15,2374.4902514459814
163,txn_008252,cust_01116,5594.08,upi,abandoned,none,21,15,6,0.7143,0,4.5,1,104749.95,1,8.62964291912459,0.4227914653849918,2365.1292806808747,5594.08,2365.1292806808747
164,txn_007234,cust_01664,4732.58,upi,abandoned,none,6,4,2,0.6667,0,2.75,1,51354.64,0,8.462437066239481,0.4984666354159136,2359.0332294366444,4732.58,2359.0332294366444
165,txn_002464,cust_01188,3642.54,card,abandoned,none,15,15,0,1.0,0,4.04,1,45696.22,1,8.200711015504856,0.6457593441251637,2352.204241349674,3642.54,2352.204241349674
166,txn_005394,cust_00835,3733.18,upi,abandoned,none,10,8,2,0.8,0,0.37,1,127451.73,1,8.22528352861737,0.6280370360008952,2344.575302057822,3733.18,2344.575302057822
167,txn_000051,cust_01293,4286.52,wallet,failed,technical_error,33,21,12,0.6364,0,2.69,0,112281.1,1,8.363463756186349,0.5455696675616818,2338.5952913965007,4286.52,2338.5952913965007
168,txn_009082,cust_01829,6467.15,card,failed,network_error,11,7,4,0.6364,0,7.81,0,73946.99,1,8.774645411522707,0.36099739293456223,2334.624289716754,6467.15,2334.624289716754
169,txn_004405,cust_01183,3669.33,wallet,abandoned,none,34,27,7,0.7941,0,2.18,1,38610.31,0,8.208036855262343,0.6352783403468623,2331.045872584952,3669.33,2331.045872584952
170,txn_005435,cust_02119,3490.94,wallet,failed,network_error,7,6,1,0.8571,0,5.56,0,27189.75,1,8.158212734681294,0.662340971896428,2312.1925924321167,3490.94,2312.1925924321167
171,txn_009388,cust_00177,4579.34,upi,abandoned,none,36,31,5,0.8611,0,4.5,1,132736.07,0,8.42952851016075,0.49827636962699606,2281.7769104876884,4579.34,2281.7769104876884
172,txn_004161,cust_00640,4688.6,upi,abandoned,none,4,3,1,0.75,0,4.92,1,24181.41,1,8.453102569956629,0.4858377448878156,2277.8988506810124,4688.6,2277.8988506810124
173,txn_003848,cust_01150,3749.73,wallet,abandoned,none,24,21,3,0.875,0,4.11,1,47625.38,0,8.229705766686026,0.6019845033075965,2257.2793515875937,3749.73,2257.2793515875937
174,txn_002830,cust_01768,6741.93,wallet,abandoned,none,18,10,8,0.5556,0,4.83,1,98086.51,0,8.816249827544704,0.3335662451629402,2248.8802752513816,6741.93,2248.8802752513816
175,txn_004584,cust_00169,5333.95,upi,abandoned,none,8,6,2,0.75,0,6.73,1,12211.34,1,8.582034791620709,0.42067150319872776,2243.840764486854,5333.95,2243.840764486854
176,txn_005768,cust_01437,7521.49,wallet,failed,network_error,14,13,1,0.9286,2,7.3,0,13916.52,0,8.92565247915802,0.29797544198446607,2241.2193071317415,7521.49,2241.2193071317415
177,txn_003652,cust_00627,9716.7,netbanking,failed,insufficient_funds,36,29,7,0.8056,2,3.55,0,4911.82,0,9.181704243939848,0.22979962756499087,2232.894041160747,9716.7,2232.894041160747
178,txn_008977,cust_01930,3882.3,wallet,abandoned,none,4,4,0,1.0,0,6.35,1,76532.47,0,8.26444058659791,0.5748815188930303,2231.8625207984114,3882.3,2231.8625207984114
179,txn_006023,cust_02028,4238.59,wallet,failed,technical_error,40,35,5,0.875,0,6.48,0,126627.86,1,8.352221845437231,0.5235799609369397,2219.2407866277035,4238.59,2219.2407866277035
180,txn_006952,cust_01211,4536.6,card,abandoned,none,9,7,2,0.7778,0,3.26,1,118784.21,0,8.420153516897754,0.4889759556368064,2218.288320341936,4536.6,2218.288320341936
181,txn_000765,cust_01071,2926.22,wallet,abandoned,none,26,25,1,0.9615,0,1.12,1,38914.13,1,7.981808446149543,0.7554153521616483,2210.5115118024582,2926.22,2210.5115118024582
182,txn_001411,cust_01501,4678.38,upi,abandoned,none,3,2,1,0.6667,0,2.88,1,83376.85,0,8.450920901503144,0.47211427474023926,2208.7299806592405,4678.38,2208.7299806592405
183,txn_009162,cust_00702,4121.17,card,abandoned,none,4,3,1,0.75,0,2.6,1,68127.94,1,8.32413500271545,0.5346870676422459,2203.5363025551947,4121.17,2203.5363025551947
184,txn_003323,cust_01229,6086.29,wallet,failed,insufficient_funds,21,17,4,0.8095,0,8.75,0,54744.33,0,8.713958269875896,0.3616848658192558,2201.318981987078,6086.29,2201.318981987078
185,txn_006989,cust_01311,4771.93,card,abandoned,none,11,10,1,0.9091,0,5.65,1,139558.44,1,8.470715651069733,0.4611280098203539,2200.4705839020417,4771.93,2200.4705839020417
186,txn_005975,cust_02000,4361.3,card,abandoned,none,4,3,1,0.75,0,2.69,1,103898.63,0,8.38075472018755,0.5045263423696646,2200.3907369768185,4361.3,2200.3907369768185
187,txn_005952,cust_02170,7330.75,netbanking,failed,network_error,39,33,6,0.8462,0,12.21,0,107878.1,1,8.899969511269711,0.2970541845327525,2177.6299632634755,7330.75,2177.6299632634755
188,txn_003219,cust_00491,3014.25,upi,failed,network_error,30,27,3,0.9,0,2.92,0,96047.79,0,8.011438024463352,0.7215092639472701,2174.809298853059,3014.25,2174.809298853059
189,txn_002641,cust_01914,4539.04,netbanking,failed,bank_decline,5,4,1,0.8,0,1.65,0,39980.32,0,8.420691101569268,0.478210031180938,2170.614459931525,4539.04,2170.614459931525
190,txn_003085,cust_01821,4338.24,netbanking,failed,technical_error,37,33,4,0.8919,0,6.29,0,134033.92,0,8.375454496552619,0.4987317469111741,2163.6180137199317,4338.24,2163.6180137199317
191,txn_007161,cust_01221,4194.06,wallet,abandoned,none,23,14,9,0.6087,0,1.7,1,83402.62,1,8.341662921540383,0.5144267998202269,2157.536864054021,4194.06,2157.536864054021
192,txn_000260,cust_00796,5155.7,netbanking,abandoned,none,2,1,1,0.5,0,1.5,1,54206.99,1,8.548052119002222,0.4161913174661736,2145.7575754603513,5155.7,2145.7575754603513
193,txn_005457,cust_02380,14625.7,netbanking,failed,authentication_failed,23,22,1,0.9565,0,13.72,0,129194.95,0,9.59060390466103,0.1461674566102006,2137.8013701438113,14625.7,2137.8013701438113
194,txn_003009,cust_00489,2845.6,wallet,abandoned,none,16,15,1,0.9375,0,0.39,1,75152.42,1,7.953880578636525,0.7507112501490715,2136.2239334241976,2845.6,2136.2239334241976
195,txn_003565,cust_01322,3231.11,upi,failed,network_error,14,13,1,0.9286,1,2.03,0,31661.89,1,8.080890453715286,0.6603183413686132,2133.56119597954,3231.11,2133.56119597954
196,txn_003347,cust_01720,3507.36,upi,abandoned,none,10,8,2,0.8,0,2.9,1,23081.76,0,8.162903970803704,0.6080953469222523,2132.809295981231,3507.36,2132.809295981231
197,txn_008045,cust_02286,5377.53,wallet,failed,bank_decline,6,4,2,0.6667,0,2.08,0,60440.66,1,8.59017038161982,0.39542219910172033,2126.394738335474,5377.53,2126.394738335474
198,txn_001022,cust_01300,4005.2,netbanking,abandoned,none,19,15,4,0.7895,0,3.46,1,62980.34,0,8.295598440091878,0.5307386113628816,2125.714286230613,4005.2,2125.714286230613
199,txn_005387,cust_00559,7812.54,card,failed,network_error,23,19,4,0.8261,2,5.75,0,10021.96,1,8.963613405184976,0.27203036421107313,2125.248101613577,7812.54,2125.248101613577
200,txn_003070,cust_00446,3643.15,upi,abandoned,none,33,22,11,0.6667,0,1.41,1,40808.73,0,8.200878421089184,0.582628662301765,2122.603611064675,3643.15,2122.603611064675
201,txn_003331,cust_00533,4505.32,netbanking,abandoned,none,35,30,5,0.8571,0,6.7,1,19414.72,0,8.413236134893191,0.4707750508516094,2120.992252102773,4505.32,2120.992252102773
202,txn_008878,cust_00849,3097.86,card,abandoned,none,17,15,2,0.8824,0,0.26,1,105901.63,1,8.038789580904107,0.6836322601102347,2117.7970333050916,3097.86,2117.7970333050916
203,txn_001426,cust_02330,4363.37,card,abandoned,none,10,7,3,0.7,0,3.09,1,71475.07,0,8.381229127960234,0.4832856424364562,2108.75407363796,4363.37,2108.75407363796
204,txn_009714,cust_01753,3150.43,netbanking,abandoned,none,16,15,1,0.9375,0,3.27,1,5927.59,1,8.055611597061235,0.6672300036609868,2102.0614204336825,3150.43,2102.0614204336825
205,txn_009944,cust_01731,5371.3,upi,abandoned,none,26,15,11,0.5769,0,5.2,1,6778.6,0,8.589011401206706,0.3913081540256275,2101.833487717853,5371.3,2101.833487717853
206,txn_002306,cust_02272,9834.99,upi,failed,authentication_failed,35,27,8,0.7714,1,4.86,0,122158.96,1,9.193803386662122,0.21321061188426765,2096.9242357756534,9834.99,2096.9242357756534
207,txn_001761,cust_02063,3575.7,card,failed,network_error,10,9,1,0.9,0,8.01,0,4539.19,0,8.182195866577699,0.5848561424722309,2091.270108637956,3575.7,2091.270108637956
208,txn_003200,cust_00649,3662.35,wallet,abandoned,none,20,16,4,0.8,0,4.59,1,7767.19,1,8.206133308309745,0.570856723012397,2090.677119524452,3662.35,2090.677119524452
209,txn_005963,cust_00956,2715.44,wallet,abandoned,none,38,36,2,0.9474,0,0.33,1,46844.0,1,7.907077478503035,0.7687350032034003,2087.4537770986412,2715.44,2087.4537770986412
210,txn_000203,cust_00311,3298.65,wallet,abandoned,none,24,20,4,0.8333,0,2.01,1,95702.18,1,8.101571681223687,0.631212180791407,2082.1480601675744,3298.65,2082.1480601675744
211,txn_004203,cust_00853,4386.75,upi,failed,bank_decline,9,8,1,0.8889,0,2.21,0,128071.12,0,8.386571846207799,0.474351125808772,2080.8598011416307,4386.75,2080.8598011416307
212,txn_002792,cust_00373,5535.11,netbanking,failed,bank_decline,38,31,7,0.8158,0,2.61,0,148514.66,1,8.619047367042297,0.3751321402591309,2076.397660869718,5535.11,2076.397660869718
213,txn_005051,cust_02407,3960.46,card,abandoned,none,28,21,7,0.75,0,2.66,1,94173.13,1,8.28436792316891,0.5242285227857308,2076.1860953519754,3960.46,2076.1860953519754
214,txn_002148,cust_01058,2930.14,wallet,abandoned,none,8,7,1,0.875,0,2.04,1,10201.95,0,7.983146704837995,0.7068824205606128,2071.2644557814738,2930.14,2071.2644557814738
215,txn_004007,cust_01153,4026.54,upi,failed,technical_error,2,2,0,1.0,2,1.33,0,39855.34,1,8.30091104672124,0.5143623176863471,2071.1004466567842,4026.54,2071.1004466567842
216,txn_006453,cust_00694,3258.43,netbanking,abandoned,none,19,18,1,0.9474,0,4.27,1,12432.92,0,8.089307612447532,0.6325131156447623,2060.9997114103626,3258.43,2060.9997114103626
217,txn_006791,cust_01817,4046.72,netbanking,abandoned,none,25,17,8,0.68,0,2.15,1,79945.94,0,8.305909038614475,0.5081891083026076,2056.499028350328,4046.72,2056.499028350328
218,txn_007171,cust_00298,6557.32,upi,abandoned,none,7,4,3,0.5714,0,5.32,1,87224.03,0,8.78848975157858,0.31355111163955623,2056.054975376295,6557.32,2056.054975376295
219,txn_002359,cust_01205,2728.81,upi,abandoned,none,14,14,0,1.0,0,0.75,1,88468.38,1,7.91198728868742,0.7521509429605794,2052.4770146602586,2728.81,2052.4770146602586
220,txn_001605,cust_00814,2872.86,card,failed,technical_error,22,18,4,0.8182,0,1.39,0,41709.27,1,7.963411352856788,0.7142053054773315,2051.811853893607,2872.86,2051.811853893607
221,txn_004072,cust_01822,4991.24,netbanking,abandoned,none,30,22,8,0.7333,0,6.34,1,22340.4,0,8.515639985816682,0.41017373676461244,2047.2755618890042,4991.24,2047.2755618890042
222,txn_005647,cust_02478,3110.67,upi,failed,network_error,35,30,5,0.8571,1,0.72,0,55699.79,1,8.04291483854442,0.6548401074381672,2036.9914770046837,3110.67,2036.9914770046837
223,txn_006434,cust_00105,7752.65,wallet,failed,technical_error,4,3,1,0.75,2,2.85,0,101331.32,1,8.955918979218831,0.2627457164796374,2036.9755788658608,7752.65,2036.9755788658608
224,txn_009080,cust_01536,5703.42,card,failed,bank_decline,33,29,4,0.8788,0,6.4,0,20893.56,0,8.648996591921959,0.35507880097147637,2025.1635350367378,5703.42,2025.1635350367378
225,txn_005860,cust_02309,4901.18,netbanking,failed,authentication_failed,35,19,16,0.5429,0,2.24,0,5851.83,1,8.497435283120149,0.4112454510042244,2015.5879795528847,4901.18,2015.5879795528847
226,txn_005351,cust_00731,2690.15,upi,abandoned,none,7,7,0,1.0,0,1.22,1,76645.77,1,7.897723890533503,0.7473704175500228,2010.5385287721938,2690.15,2010.5385287721938
227,txn_002232,cust_00841,5842.44,card,failed,bank_decline,24,23,1,0.9583,0,7.3,0,56429.99,0,8.673074943501554,0.34268702100351833,2002.1283589917955,5842.44,2002.1283589917955
228,txn_006270,cust_00049,3823.8,card,abandoned,none,38,33,5,0.8684,0,5.17,1,60510.68,1,8.249261457311894,0.5199037217970542,1988.007851407576,3823.8,1988.007851407576
229,txn_003289,cust_01871,3417.8,wallet,failed,technical_error,8,7,1,0.875,0,5.5,0,117929.25,1,8.137044891291863,0.5792514153546273,1979.7654873990455,3417.8,1979.7654873990455
230,txn_002557,cust_02342,9509.13,wallet,failed,insufficient_funds,24,21,3,0.875,0,13.67,0,84492.16,0,9.160112825267246,0.2081721009233986,1979.5355700537173,9509.13,1979.5355700537173
231,txn_002704,cust_01841,7447.99,upi,failed,network_error,7,5,2,0.7143,2,3.8,0,58149.02,1,8.915833731713299,0.26556244535008394,1977.9064373429717,7447.99,1977.9064373429717
232,txn_003365,cust_00093,3069.33,wallet,abandoned,none,15,13,2,0.8667,0,3.95,1,2071.44,0,8.029540326661085,0.6430177341353831,1973.6336219137554,3069.33,1973.6336219137554
233,txn_005508,cust_00243,7039.76,wallet,failed,network_error,29,25,4,0.8621,2,5.59,0,92285.2,0,8.85947139787087,0.2795481859093259,1967.9521372370361,7039.76,1967.9521372370361
234,txn_004469,cust_00060,7040.39,upi,failed,insufficient_funds,8,8,0,1.0,2,4.13,0,102574.84,1,8.859560872844567,0.27921498932822447,1965.7824187165384,7040.39,1965.7824187165384
235,txn_002658,cust_02199,4045.71,wallet,abandoned,none,10,7,3,0.7,0,3.64,1,91221.14,1,8.305659484290022,0.4857109583454809,1965.0456812878956,4045.71,1965.0456812878956
236,txn_004494,cust_00837,7822.35,netbanking,failed,insufficient_funds,5,4,1,0.8,2,2.37,0,36163.31,0,8.964868130553898,0.2511152414495921,1964.3113089532167,7822.35,1964.3113089532167
237,txn_005295,cust_02392,4256.22,card,abandoned,none,27,23,4,0.8519,0,6.71,1,39711.25,1,8.356371644079372,0.4614320088973388,1963.9561449090315,4256.22,1963.9561449090315
238,txn_002384,cust_02481,5559.66,netbanking,failed,technical_error,12,10,2,0.8333,0,9.1,0,132556.92,1,8.623472085235713,0.3531164638749282,1963.2074795468832,5559.66,1963.2074795468832
239,txn_004144,cust_01581,6374.36,wallet,abandoned,none,3,1,2,0.3333,0,1.9,1,92501.88,0,8.760195839020458,0.30791036087921625,1962.7314879740409,6374.36,1962.7314879740409
240,txn_004380,cust_00599,2744.42,card,failed,technical_error,30,24,6,0.8,0,0.72,0,76327.11,0,7.91768934770397,0.7108592199457038,1950.8962604033884,2744.42,1950.8962604033884
241,txn_008422,cust_01696,3460.35,upi,abandoned,none,38,30,8,0.7895,0,3.93,1,34899.4,1,8.149413965364323,0.5631959479077543,1948.8550983425976,3460.35,1948.8550983425976
242,txn_006738,cust_01749,6416.99,wallet,failed,authentication_failed,33,31,2,0.9394,1,6.26,0,61104.39,0,8.766860263550795,0.3033217998694426,1946.4129565442142,6416.99,1946.4129565442142
243,txn_002930,cust_00972,4199.96,card,abandoned,none,21,18,3,0.8571,0,4.83,1,149720.31,0,8.343068349581563,0.46240650987806375,1942.0888452274726,4199.96,1942.0888452274726
244,txn_002366,cust_00949,6757.3,card,failed,technical_error,26,24,2,0.9231,1,7.65,0,148601.74,0,8.81852665812085,0.2871528818178142,1940.3781683075158,6757.3,1940.3781683075158
245,txn_001195,cust_01821,5074.75,upi,failed,network_error,37,33,4,0.8919,1,6.6,0,134033.92,0,8.53222957624235,0.38221035515954366,1939.6219998458942,5074.75,1939.6219998458942
246,txn_001409,cust_00400,3442.81,netbanking,abandoned,none,28,21,7,0.75,0,1.44,1,110445.55,1,8.144333695616961,0.5633397669980571,1939.4717832185809,3442.81,1939.4717832185809
247,txn_004441,cust_00797,3894.73,wallet,abandoned,none,5,4,1,0.8,0,5.64,1,52375.57,1,8.267636360512892,0.4975359396872207,1937.768150378009,3894.73,1937.768150378009
248,txn_009762,cust_01766,3662.86,upi,failed,authentication_failed,14,12,2,0.8571,0,2.38,0,128709.57,0,8.206272515457028,0.5272852018976859,1931.3718746229579,3662.86,1931.3718746229579
249,txn_003175,cust_01780,7769.08,upi,failed,technical_error,26,21,5,0.8077,1,8.58,0,88088.59,0,8.958035739318985,0.24755212871178173,1923.2522921321292,7769.08,1923.2522921321292
250,txn_006968,cust_00467,2655.27,wallet,abandoned,none,10,9,1,0.9,0,2.02,1,12149.41,1,7.8846781620561455,0.7232867900087792,1920.5217149066111,2655.27,1920.5217149066111
251,txn_006658,cust_01408,2450.5,upi,failed,technical_error,1,1,0,1.0,0,0.9,0,148783.9,1,7.804455361091288,0.7762007882510056,1902.0800316090892,2450.5,1902.0800316090892
252,txn_002808,cust_01475,4006.36,card,failed,bank_decline,16,12,4,0.75,0,1.87,0,9627.99,0,8.295887949375668,0.4743384135504883,1900.3704465121343,4006.36,1900.3704465121343
253,txn_005231,cust_02124,4881.64,upi,abandoned,none,5,4,1,0.8,0,6.87,1,109386.38,1,8.493441336174874,0.38782214953317984,1893.208118047152,4881.64,1893.208118047152
254,txn_003577,cust_02194,2948.7,card,abandoned,none,39,31,8,0.7949,0,0.7,1,88998.8,0,7.989458749247333,0.640346711768814,1888.1903489927017,2948.7,1888.1903489927017
255,txn_009034,cust_00418,2935.91,netbanking,abandoned,none,6,5,1,0.8333,0,1.74,1,47863.06,1,7.9851132872153086,0.6430815839098919,1888.0296530168907,2935.91,1888.0296530168907
256,txn_005759,cust_01492,4994.49,netbanking,failed,authentication_failed,24,19,5,0.7917,1,2.28,0,9260.43,0,8.516290784369447,0.3765911339573375,1880.8806526385824,4994.49,1880.8806526385824
257,txn_006173,cust_01714,3049.14,netbanking,abandoned,none,36,27,9,0.75,0,1.13,1,60205.89,1,8.022942770187354,0.6154568162161612,1876.6139965973457,3049.14,1876.6139965973457
